CCG21CDH,ccg_name,trust_code,trust_name
D4U1Y,NHS FRIMLEY CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
D4U1Y,NHS FRIMLEY CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
D4U1Y,NHS FRIMLEY CCG,RXX1Y,SURREY IAPT
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",AM7,SIGN HEALTH (HQ)
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",NCH,TALKPLUS
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RDYDL,PSYCHOLOGICAL THERAPIES SOUTHHAMPTON OFFICE
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RKL14,LAKESIDE UNIT
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RWK4D,GILBERT HITCHCOCK HOUSE
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RXX1Y,SURREY IAPT
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
InvalidCode,Unknown,ALR01,LIVING WELL CONSORTIUM (HERBERT ROAD)
InvalidCode,Unknown,ALR02,BMHC-FTB
InvalidCode,Unknown,ANV01,CENTRE FOR PSYCHOLOGY
InvalidCode,Unknown,DWY,COMMUNITY BARNET
InvalidCode,Unknown,NCH,TALKPLUS
InvalidCode,Unknown,P6W4I,VITAMINDS: LLR
InvalidCode,Unknown,RDYDL,PSYCHOLOGICAL THERAPIES SOUTHHAMPTON OFFICE
InvalidCode,Unknown,RKL42,GLOUCESTER HOUSE
InvalidCode,Unknown,RV3AR,MILL HOUSE
InvalidCode,Unknown,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST
InvalidCode,Unknown,TAF87,ISLINGTON IAPT
InvalidCode,Unknown,TAJ86,BLAKENALL VILLAGE CENTRE
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",AM7,SIGN HEALTH (HQ)
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",NKI,TURNING POINT
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",RKL07,EALING IAPT
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",RV3HC,IAPT SERVICES
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",RWK4D,GILBERT HITCHCOCK HOUSE
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",RX34F,BOOTHAM PARK HOSPITAL - ADMIN
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,AM7,SIGN HEALTH (HQ)
W2U3Z,NHS NORTH WEST LONDON CCG,DH0,CITY AND HACKNEY MIND
W2U3Z,NHS NORTH WEST LONDON CCG,NKI,TURNING POINT
W2U3Z,NHS NORTH WEST LONDON CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
W2U3Z,NHS NORTH WEST LONDON CCG,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
W2U3Z,NHS NORTH WEST LONDON CCG,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,RKL07,EALING IAPT
W2U3Z,NHS NORTH WEST LONDON CCG,RKL14,LAKESIDE UNIT
W2U3Z,NHS NORTH WEST LONDON CCG,RKL42,GLOUCESTER HOUSE
W2U3Z,NHS NORTH WEST LONDON CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,RPG,OXLEAS NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,RRPJ3,BARNET IAPT
W2U3Z,NHS NORTH WEST LONDON CCG,RRPJ4,ENFIELD IAPT
W2U3Z,NHS NORTH WEST LONDON CCG,RV383,NORTHWICK PARK HOSPITAL
W2U3Z,NHS NORTH WEST LONDON CCG,RV3AR,MILL HOUSE
W2U3Z,NHS NORTH WEST LONDON CCG,RV3CH,ICCS
W2U3Z,NHS NORTH WEST LONDON CCG,RV3DG,WESTMINSTER WELLBEING SERVICE
W2U3Z,NHS NORTH WEST LONDON CCG,RV3HC,IAPT SERVICES
W2U3Z,NHS NORTH WEST LONDON CCG,RV3L8,TAKE TIME TO TALK
W2U3Z,NHS NORTH WEST LONDON CCG,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
W2U3Z,NHS NORTH WEST LONDON CCG,RV5CH,LEWISHAM PSYCHOLOGICAL THERAPIES SERVICE (LEWISHAM IAPT)
W2U3Z,NHS NORTH WEST LONDON CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
W2U3Z,NHS NORTH WEST LONDON CCG,RWK4C,ST JOHN'S HEALTH CENTRE
W2U3Z,NHS NORTH WEST LONDON CCG,RWK4D,GILBERT HITCHCOCK HOUSE
W2U3Z,NHS NORTH WEST LONDON CCG,RWK53,JOHNSON STREET
W2U3Z,NHS NORTH WEST LONDON CCG,RWK79,NEWHAM IAPT
W2U3Z,NHS NORTH WEST LONDON CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,RXX1Y,SURREY IAPT
W2U3Z,NHS NORTH WEST LONDON CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
X2C4Y,NHS KIRKLEES CCG,AM7,SIGN HEALTH (HQ)
X2C4Y,NHS KIRKLEES CCG,NKI,TURNING POINT
X2C4Y,NHS KIRKLEES CCG,RXG10,FIELDHEAD HOSPITAL
X2C4Y,NHS KIRKLEES CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
00N,NHS SOUTH TYNESIDE CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
01E,NHS GREATER PRESTON CCG,RXX1Y,SURREY IAPT
01G,NHS SALFORD CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
01H,NHS NORTH CUMBRIA CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
01H,NHS NORTH CUMBRIA CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
01K,NHS MORECAMBE BAY CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
01W,NHS STOCKPORT CCG,DRL,42ND STREET
01X,NHS ST HELENS CCG,RXX1Y,SURREY IAPT
01Y,NHS TAMESIDE AND GLOSSOP CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
02E,NHS WARRINGTON CCG,RW4,MERSEY CARE NHS FOUNDATION TRUST
02G,NHS WEST LANCASHIRE CCG,RXX1Y,SURREY IAPT
02M,NHS FYLDE AND WYRE CCG,RXX1Y,SURREY IAPT
02P,NHS BARNSLEY CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
02Q,NHS BASSETLAW CCG,NDC10,INSIGHT HEALTHCARE - DERBYSHIRE
02X,NHS DONCASTER CCG,AM601,IESO DIGITAL HEALTH
02X,NHS DONCASTER CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
03K,NHS NORTH LINCOLNSHIRE CCG,NNF,CITY HEALTH CARE PARTNERSHIP CIC
03L,NHS ROTHERHAM CCG,NKI,TURNING POINT
04V,NHS WEST LEICESTERSHIRE CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
05D,NHS EAST STAFFORDSHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
05G,NHS NORTH STAFFORDSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
05V,NHS STAFFORD AND SURROUNDS CCG,RPG,OXLEAS NHS FOUNDATION TRUST
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
06L,NHS IPSWICH AND EAST SUFFOLK CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
06N,NHS HERTS VALLEYS CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
06T,NHS NORTH EAST ESSEX CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
07H,NHS WEST ESSEX CCG,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
07H,NHS WEST ESSEX CCG,RWK4D,GILBERT HITCHCOCK HOUSE
07K,NHS WEST SUFFOLK CCG,AM7,SIGN HEALTH (HQ)
09D,NHS BRIGHTON AND HOVE CCG,P6W4I,VITAMINDS: LLR
09D,NHS BRIGHTON AND HOVE CCG,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
09D,NHS BRIGHTON AND HOVE CCG,RWK4C,ST JOHN'S HEALTH CENTRE
09D,NHS BRIGHTON AND HOVE CCG,RXX1Y,SURREY IAPT
10R,NHS PORTSMOUTH CCG,RXX1Y,SURREY IAPT
10R,NHS PORTSMOUTH CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
11M,NHS GLOUCESTERSHIRE CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
13T,NHS NEWCASTLE GATESHEAD CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
14L,NHS MANCHESTER CCG,RV3AR,MILL HOUSE
15M,NHS DERBY AND DERBYSHIRE CCG,P6W4I,VITAMINDS: LLR
15N,NHS DEVON CCG,RWK4D,GILBERT HITCHCOCK HOUSE
15N,NHS DEVON CCG,RXX1Y,SURREY IAPT
16C,NHS TEES VALLEY CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
26A,NHS NORFOLK AND WAVENEY CCG,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
27D,NHS CHESHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,RX3YE,THE BRIARY UNIT
36L,NHS SOUTH WEST LONDON CCG,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
36L,NHS SOUTH WEST LONDON CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
72Q,NHS SOUTH EAST LONDON CCG,RWK4C,ST JOHN'S HEALTH CENTRE
72Q,NHS SOUTH EAST LONDON CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
78H,NHS NORTHAMPTONSHIRE CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
91Q,NHS KENT AND MEDWAY CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",RKL14,LAKESIDE UNIT
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
93C,NHS NORTH CENTRAL LONDON CCG,DHA,BIKUR CHOLIM LTD
93C,NHS NORTH CENTRAL LONDON CCG,RV5CH,LEWISHAM PSYCHOLOGICAL THERAPIES SERVICE (LEWISHAM IAPT)
93C,NHS NORTH CENTRAL LONDON CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
99A,NHS LIVERPOOL CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
99A,NHS LIVERPOOL CCG,RWK4D,GILBERT HITCHCOCK HOUSE
99G,NHS SOUTHEND CCG,RXX1Y,SURREY IAPT
A3A8R,NHS NORTH EAST LONDON CCG,RKL07,EALING IAPT
A3A8R,NHS NORTH EAST LONDON CCG,RV5CH,LEWISHAM PSYCHOLOGICAL THERAPIES SERVICE (LEWISHAM IAPT)
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,ALR01,LIVING WELL CONSORTIUM (HERBERT ROAD)
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,ALR02,BMHC-FTB
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST
D4U1Y,NHS FRIMLEY CCG,NI385,WE ARE WITH YOU IN SURREY
D4U1Y,NHS FRIMLEY CCG,NNE,DORKING HEALTHCARE LIMITED (DHC)
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",R1C,SOLENT NHS TRUST
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",R1F,ISLE OF WIGHT NHS TRUST
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",RXX1Y,SURREY IAPT
W2U3Z,NHS NORTH WEST LONDON CCG,P6W4I,VITAMINDS: LLR
W2U3Z,NHS NORTH WEST LONDON CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
00R,NHS BLACKPOOL CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
00R,NHS BLACKPOOL CCG,RXX1Y,SURREY IAPT
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,RXX1Y,SURREY IAPT
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
01A,NHS EAST LANCASHIRE CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",RXX1Y,SURREY IAPT
01G,NHS SALFORD CCG,NKI,TURNING POINT
01K,NHS MORECAMBE BAY CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
01Y,NHS TAMESIDE AND GLOSSOP CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
02H,NHS WIGAN BOROUGH CCG,NO202,WARRINGTON PSYCHOLOGICAL SERVICE
02H,NHS WIGAN BOROUGH CCG,RXX1Y,SURREY IAPT
02P,NHS BARNSLEY CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
03F,NHS HULL CCG,RXX1Y,SURREY IAPT
03K,NHS NORTH LINCOLNSHIRE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
03N,NHS SHEFFIELD CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
03Q,NHS VALE OF YORK CCG,P6W4I,VITAMINDS: LLR
03Q,NHS VALE OF YORK CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
03R,NHS WAKEFIELD CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
04V,NHS WEST LEICESTERSHIRE CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
05G,NHS NORTH STAFFORDSHIRE CCG,P6W4I,VITAMINDS: LLR
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
06N,NHS HERTS VALLEYS CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
06Q,NHS MID ESSEX CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
06T,NHS NORTH EAST ESSEX CCG,RH5,SOMERSET NHS FOUNDATION TRUST
07K,NHS WEST SUFFOLK CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
10Q,NHS OXFORDSHIRE CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
11M,NHS GLOUCESTERSHIRE CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
11N,NHS KERNOW CCG,RH5,SOMERSET NHS FOUNDATION TRUST
11N,NHS KERNOW CCG,RKL14,LAKESIDE UNIT
11X,NHS SOMERSET CCG,R1C,SOLENT NHS TRUST
12F,NHS WIRRAL CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
13Q,NATIONAL COMMISSIONING HUB 1,R1C,SOLENT NHS TRUST
13T,NHS NEWCASTLE GATESHEAD CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
13T,NHS NEWCASTLE GATESHEAD CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
14L,NHS MANCHESTER CCG,RXX1Y,SURREY IAPT
14Y,NHS BUCKINGHAMSHIRE CCG,RKL42,GLOUCESTER HOUSE
15A,NHS BERKSHIRE WEST CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
15E,NHS BIRMINGHAM AND SOLIHULL CCG,RWK4D,GILBERT HITCHCOCK HOUSE
15M,NHS DERBY AND DERBYSHIRE CCG,NR5,LIVEWELL SOUTHWEST
15M,NHS DERBY AND DERBYSHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
15M,NHS DERBY AND DERBYSHIRE CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALR01,LIVING WELL CONSORTIUM (HERBERT ROAD)
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
26A,NHS NORFOLK AND WAVENEY CCG,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST"
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,NWC12,VITA HEALTH GROUP: VITAMINDS CALDERDALE
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,RV3HC,IAPT SERVICES
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,RXX1Y,SURREY IAPT
70F,NHS WEST SUSSEX CCG,RWK4D,GILBERT HITCHCOCK HOUSE
84H,NHS COUNTY DURHAM CCG,RXX1Y,SURREY IAPT
91Q,NHS KENT AND MEDWAY CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
91Q,NHS KENT AND MEDWAY CCG,RXX1Y,SURREY IAPT
92A,NHS SURREY HEARTLANDS CCG,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
92A,NHS SURREY HEARTLANDS CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
93C,NHS NORTH CENTRAL LONDON CCG,RV3HC,IAPT SERVICES
93C,NHS NORTH CENTRAL LONDON CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
93C,NHS NORTH CENTRAL LONDON CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
93C,NHS NORTH CENTRAL LONDON CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
A3A8R,NHS NORTH EAST LONDON CCG,AME01,MIND IN BEXLEY (HQ)
A3A8R,NHS NORTH EAST LONDON CCG,RV3AR,MILL HOUSE
A3A8R,NHS NORTH EAST LONDON CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RXX1Y,SURREY IAPT
D4U1Y,NHS FRIMLEY CCG,AM601,IESO DIGITAL HEALTH
D4U1Y,NHS FRIMLEY CCG,ANV01,CENTRE FOR PSYCHOLOGY
D4U1Y,NHS FRIMLEY CCG,RV3AR,MILL HOUSE
D4U1Y,NHS FRIMLEY CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
D4U1Y,NHS FRIMLEY CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",RH5,SOMERSET NHS FOUNDATION TRUST
InvalidCode,Unknown,NMG,CONNECT HEALTH LIMITED
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",RV3AR,MILL HOUSE
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
W2U3Z,NHS NORTH WEST LONDON CCG,ALR01,LIVING WELL CONSORTIUM (HERBERT ROAD)
W2U3Z,NHS NORTH WEST LONDON CCG,ALR02,BMHC-FTB
W2U3Z,NHS NORTH WEST LONDON CCG,DWY,COMMUNITY BARNET
W2U3Z,NHS NORTH WEST LONDON CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
W2U3Z,NHS NORTH WEST LONDON CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST
W2U3Z,NHS NORTH WEST LONDON CCG,TAF87,ISLINGTON IAPT
W2U3Z,NHS NORTH WEST LONDON CCG,TAF88,CAMDEN IAPT
X2C4Y,NHS KIRKLEES CCG,NIW,FAVERSHAM COUNSELLING SERVICE LTD
X2C4Y,NHS KIRKLEES CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
X2C4Y,NHS KIRKLEES CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
X2C4Y,NHS KIRKLEES CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
X2C4Y,NHS KIRKLEES CCG,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST
00N,NHS SOUTH TYNESIDE CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
00T,NHS BOLTON CCG,RPG,OXLEAS NHS FOUNDATION TRUST
00Y,NHS OLDHAM CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
01K,NHS MORECAMBE BAY CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
01Y,NHS TAMESIDE AND GLOSSOP CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
02A,NHS TRAFFORD CCG,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST"
02E,NHS WARRINGTON CCG,P6W4I,VITAMINDS: LLR
02E,NHS WARRINGTON CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
02P,NHS BARNSLEY CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
02T,NHS CALDERDALE CCG,P6W4I,VITAMINDS: LLR
02Y,NHS EAST RIDING OF YORKSHIRE CCG,RX3YE,THE BRIARY UNIT
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,NKI,TURNING POINT
